scenario,team_profile,workload_profile,completed_tasks_mean,completed_tasks_std,blocked_events_mean,blocked_days_mean,rework_events_mean,flow_efficiency_mean,capacity_utilization_mean
4Q Agile Framework,Equipo distribuido,Alta dependencia,14.625,1.9759289577407302,5.111666666666666,7.1866666666666665,2.7775,0.832239957274173,0.8651729751729751
4Q Agile Framework,Equipo distribuido,Carga alta,16.964166666666667,2.1287693678289177,3.3958333333333335,4.898333333333333,1.9658333333333333,0.8768583539458916,0.8658346052096052
4Q Agile Framework,Equipo distribuido,Carga baja,14.209166666666667,1.7920450589945482,1.6525,2.285833333333333,0.9558333333333333,0.9360826495596613,0.8612080280830281
4Q Agile Framework,Equipo distribuido,Carga media,15.556666666666667,1.9659627998339222,2.3575,3.345833333333333,1.295,0.9102114138660372,0.8659157509157509
4Q Agile Framework,Equipo junior,Alta dependencia,12.235833333333334,1.7915237285470649,3.720833333333333,5.3575,2.4125,0.8369630943222985,0.7366369047619047
4Q Agile Framework,Equipo junior,Carga alta,14.308333333333334,1.8711444466348308,2.485,3.5325,1.7191666666666667,0.8875933644504823,0.7336630036630037
4Q Agile Framework,Equipo junior,Carga baja,11.975,1.5098370795129608,1.1566666666666667,1.6608333333333334,0.8258333333333333,0.9405721403728834,0.7356478937728937
4Q Agile Framework,Equipo junior,Carga media,13.0625,1.6860098678226443,1.6325,2.3958333333333335,1.1383333333333334,0.9183786297795664,0.7384294871794872
4Q Agile Framework,Equipo mixto,Alta dependencia,16.859166666666667,2.0807708455398437,4.3675,5.805,2.86,0.8683059436688256,0.8388492063492063
4Q Agile Framework,Equipo mixto,Carga alta,19.245833333333334,2.1770045390071986,2.8183333333333334,3.8208333333333333,1.9716666666666667,0.9092409019107741,0.8417350936100937
4Q Agile Framework,Equipo mixto,Carga baja,16.031666666666666,1.83761019576565,1.3758333333333332,1.8525,1.0391666666666666,0.9542835015360814,0.8367846967846968
4Q Agile Framework,Equipo mixto,Carga media,17.795,1.9961535154845058,1.8916666666666666,2.5708333333333333,1.4041666666666666,0.9357359760849138,0.8398809523809524
4Q Agile Framework,Equipo senior,Alta dependencia,21.121666666666666,2.205126460730101,4.511666666666667,5.848333333333334,3.160833333333333,0.8968993247469842,0.9247518664909968
4Q Agile Framework,Equipo senior,Carga alta,24.415,2.400189386467054,3.0791666666666666,3.9425,2.1691666666666665,0.927019192418687,0.9265102108036891
4Q Agile Framework,Equipo senior,Carga baja,19.371666666666666,1.9455122900188526,1.4758333333333333,1.925,1.0308333333333333,0.9622075549452003,0.9174601083296735
4Q Agile Framework,Equipo senior,Carga media,21.8525,2.1458287212055445,2.0566666666666666,2.7316666666666665,1.5258333333333334,0.9480649109587078,0.9266724308300396
JLR-4D adaptado,Equipo distribuido,Alta dependencia,14.005,2.147203701665737,6.161666666666667,10.056666666666667,3.0083333333333333,0.7889714407673856,0.8624620980870981
JLR-4D adaptado,Equipo distribuido,Carga alta,16.335,2.21627349925942,4.203333333333333,6.950833333333334,2.1108333333333333,0.8413490250279054,0.868175111925112
JLR-4D adaptado,Equipo distribuido,Carga baja,13.914166666666667,1.9003882590587111,1.8491666666666666,2.9975,1.1016666666666666,0.9212782265903802,0.8701157407407407
JLR-4D adaptado,Equipo distribuido,Carga media,15.114166666666666,2.0900014499052535,2.6475,4.363333333333333,1.4591666666666667,0.8881791606094718,0.863788665038665
JLR-4D adaptado,Equipo junior,Alta dependencia,11.5175,1.5927359343167091,4.2283333333333335,6.76,2.5608333333333335,0.8082964803523064,0.698628663003663
JLR-4D adaptado,Equipo junior,Carga alta,13.564166666666667,1.627807555195898,2.743333333333333,4.469166666666666,1.7641666666666667,0.8620118812316161,0.7036080586080586
JLR-4D adaptado,Equipo junior,Carga baja,11.34,1.318780744555431,1.3166666666666667,2.1458333333333335,0.8475,0.9268517499606571,0.6956043956043956
JLR-4D adaptado,Equipo junior,Carga media,12.314166666666667,1.4778202188995733,1.7866666666666666,2.9166666666666665,1.1508333333333334,0.9025148279586394,0.6985668498168498
JLR-4D adaptado,Equipo mixto,Alta dependencia,15.73,1.860999578952323,4.855,7.4675,2.9683333333333333,0.8378509192815292,0.776547619047619
JLR-4D adaptado,Equipo mixto,Carga alta,18.018333333333334,1.994905242861313,3.191666666666667,4.92,2.0566666666666666,0.8873331288105734,0.7741071428571429
JLR-4D adaptado,Equipo mixto,Carga baja,15.165,1.666359994026322,1.5575,2.4575,1.01,0.9385441458579974,0.7731746031746032
JLR-4D adaptado,Equipo mixto,Carga media,16.688333333333333,1.7030210772467995,2.2058333333333335,3.3308333333333335,1.4016666666666666,0.9182666727592601,0.7740674603174603
JLR-4D adaptado,Equipo senior,Alta dependencia,19.2825,2.0296452809884977,4.9558333333333335,7.381666666666667,3.1891666666666665,0.8678763855478324,0.840529388083736
JLR-4D adaptado,Equipo senior,Carga alta,22.316666666666666,2.0161290143219706,3.2683333333333335,4.9591666666666665,2.1525,0.905759211727876,0.8400523349436393
JLR-4D adaptado,Equipo senior,Carga baja,17.968333333333334,1.763024135013308,1.5866666666666667,2.3725,1.1366666666666667,0.9533653938225638,0.835232304933392
JLR-4D adaptado,Equipo senior,Carga media,20.198333333333334,1.9206087152479712,2.2608333333333333,3.3175,1.4875,0.9347002129250639,0.8401926877470356
JLR-4D sin adaptación,Equipo distribuido,Alta dependencia,9.225,1.7631313602493075,8.69,21.454166666666666,2.8633333333333333,0.7019157544991741,0.6757465277777777
JLR-4D sin adaptación,Equipo distribuido,Carga alta,11.559166666666666,1.6609630652553184,5.3308333333333335,12.949166666666667,2.0533333333333332,0.76486155284837,0.6801041666666666
JLR-4D sin adaptación,Equipo distribuido,Carga baja,9.835833333333333,1.3906212622906478,2.21,5.4725,1.0416666666666667,0.8785518712836364,0.6764409722222222
JLR-4D sin adaptación,Equipo distribuido,Carga media,10.709166666666667,1.4938012498434712,3.385,8.270833333333334,1.4341666666666666,0.8298100401539743,0.6776215277777777
JLR-4D sin adaptación,Equipo junior,Alta dependencia,8.901666666666667,1.8220218692336059,7.593333333333334,18.63083333333333,3.200833333333333,0.7242968143879401,0.6838194444444444
JLR-4D sin adaptación,Equipo junior,Carga alta,11.2625,1.8252040684746227,4.735833333333333,11.6975,2.220833333333333,0.7816978016085039,0.6834375
JLR-4D sin adaptación,Equipo junior,Carga baja,9.611666666666666,1.5235260084655413,2.0,4.894166666666667,1.0975,0.8967766750051078,0.6824479166666667
JLR-4D sin adaptación,Equipo junior,Carga media,10.473333333333333,1.7141774195641708,2.9075,7.175833333333333,1.5133333333333334,0.8490117968801069,0.6811631944444444
JLR-4D sin adaptación,Equipo mixto,Alta dependencia,11.935,2.1740239918020166,7.761666666666667,18.555,3.4408333333333334,0.7640898087048633,0.9034114583333334
JLR-4D sin adaptación,Equipo mixto,Carga alta,14.475,2.413343846982814,4.950833333333334,11.894166666666667,2.4033333333333333,0.8121142764538798,0.9063888888888889
JLR-4D sin adaptación,Equipo mixto,Carga baja,12.325833333333334,1.9586209780528276,2.1191666666666666,5.2225,1.1983333333333333,0.9038876481938788,0.903046875
JLR-4D sin adaptación,Equipo mixto,Carga media,13.365,2.079353607780189,3.2083333333333335,7.629166666666666,1.59,0.8679762547822609,0.9020399305555556
JLR-4D sin adaptación,Equipo senior,Alta dependencia,15.149166666666666,2.2984745216108666,7.916666666666667,17.956666666666667,3.7241666666666666,0.7909707497070251,0.9184166666666665
JLR-4D sin adaptación,Equipo senior,Carga alta,18.063333333333333,2.290639229331997,4.960833333333333,11.311666666666667,2.6058333333333334,0.8476078284200703,0.9188125
JLR-4D sin adaptación,Equipo senior,Carga baja,15.000833333333333,1.9119481147641477,2.319166666666667,5.425833333333333,1.2916666666666667,0.9158566107533921,0.91175
JLR-4D sin adaptación,Equipo senior,Carga media,16.63083333333333,2.180254701717024,3.328333333333333,7.605833333333333,1.7908333333333333,0.8896520092630308,0.9158124999999999
Scrum 5 días,Equipo distribuido,Alta dependencia,16.52,1.8038786864040253,4.991666666666666,7.286666666666667,2.8291666666666666,0.8448725933358364,0.7649097222222222
Scrum 5 días,Equipo distribuido,Carga alta,18.856666666666666,1.8490460689302501,3.305,4.795,2.0516666666666667,0.8877904007158609,0.7658055555555556
Scrum 5 días,Equipo distribuido,Carga baja,15.7125,1.6991909226137336,1.5816666666666668,2.3183333333333334,0.965,0.9414194627454464,0.7625833333333334
Scrum 5 días,Equipo distribuido,Carga media,17.299166666666668,1.763213942888351,2.2575,3.3966666666666665,1.4583333333333333,0.9177327984736149,0.7686666666666666
Scrum 5 días,Equipo junior,Alta dependencia,15.835,2.217778268983468,4.425,6.594166666666666,3.1075,0.8512587557230148,0.9403888888888889
Scrum 5 días,Equipo junior,Carga alta,18.1875,2.3724883563115795,2.9141666666666666,4.328333333333333,2.194166666666667,0.8945613586066031,0.9411666666666667
Scrum 5 días,Equipo junior,Carga baja,15.103333333333333,2.0308682651715637,1.3433333333333333,1.9966666666666666,1.0983333333333334,0.9477634517338626,0.9352777777777778
Scrum 5 días,Equipo junior,Carga media,16.595,2.256520530393363,1.9316666666666666,2.8158333333333334,1.5175,0.9282303375933284,0.9360277777777778
Scrum 5 días,Equipo mixto,Alta dependencia,19.618333333333332,2.2818858556255557,4.4775,6.3741666666666665,3.2241666666666666,0.8833267984326751,0.9573958333333333
Scrum 5 días,Equipo mixto,Carga alta,22.721666666666668,2.515844148996631,3.06,4.36,2.243333333333333,0.9139442105646153,0.9641666666666666
Scrum 5 días,Equipo mixto,Carga baja,18.351666666666667,1.9389335836374126,1.4641666666666666,2.0875,1.1116666666666666,0.9575193862454896,0.962576388888889
Scrum 5 días,Equipo mixto,Carga media,20.439166666666665,2.110294708965503,2.035,2.8691666666666666,1.525,0.9414541359433726,0.963
Scrum 5 días,Equipo senior,Alta dependencia,22.99416666666667,2.1640321550743455,4.464166666666666,5.995833333333334,3.236666666666667,0.9063664050128798,0.9655472222222223
Scrum 5 días,Equipo senior,Carga alta,27.075833333333332,2.282781610694285,3.1108333333333333,4.2575,2.22,0.9305074352435674,0.9739111111111112
Scrum 5 días,Equipo senior,Carga baja,21.104166666666668,1.901664949512854,1.48,2.0225,1.1458333333333333,0.9655915937207332,0.9652888888888889
Scrum 5 días,Equipo senior,Carga media,23.799166666666668,2.160877244147799,2.0741666666666667,2.835,1.61,0.9534244726263279,0.9706597222222223
